PB1201.3 - MANUTENÇÕES EVOLUTIVAS RELATÓRIOS FINANCEIROS GS3 |***| PB1201.1 - PROV.MANUTENÇÕES EVOLUTIVAS FINANCE |***| {,EVOLUTIVASFINANCE} |***| 2
PB1208.52 - AMS SALES OPERATIONS |***| PB1208.1 - PROV. FORCE ONE - AMS SALES OPERATIONS - |***| {,OPERATIONSAMSSALES} |***| 3
PB1208.4 - HELP DESK CONCESSIONÁRIAS |***| PB1208.2 - PROV. STEFANINI - HELP DESK CONCESSIONÁR |***| {,HELPDESK} |***| 2
PB1208.7 - AMS PORTAL DPR/WCD/SGTR |***| PB1208.3 - PROV. BHTEC - AMS PORTAL DPR E WCD - JAN |***| {,AMSPORTAL} |***| 2
PB1208.47 - AMS DGR |***| PB1208.4 - PROV. DEALERNET - AMS  DGR - JANEIRO/18 |***| {,DGRAMS} |***| 2
PB1208.7 - AMS PORTAL DPR/WCD/SGTR |***| PB1208.5 - PROV. BHTEC - AMS PORTAL DPR + SGTR - JA |***| {,AMSPORTAL} |***| 2
PB1208.47 - AMS DGR |***| PB1208.6 - PROV. DEALERNET - AMS  DGR - JANEIRO E F |***| {,DGRAMS} |***| 2
PB1208.52 - AMS SALES OPERATIONS |***| PB1208.7 - PROV. FORCE ONE - AMS SALES OPERATIONS - |***| {,OPERATIONSAMSSALES} |***| 3
PB1208.53 - SERVIÇOS DE ARQUITETURA SALESFORCE |***| PB1208.8 - PROV. JFOX SERVIÇOS DE ARQUITETURA SALES |***| {,DEARQUITETURASERVIÇOS} |***| 3
PB1208.4 - HELP DESK CONCESSIONÁRIAS |***| PB1208.9 - PROV. STEFANINI - HELP DESK CONCESSIONÁR |***| {,HELPDESK} |***| 2
NAO ENCONTROU MATCH |***| PB1208.10 - PEP PB1208 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1209.3 - PROV.ICT DESP FCA ITA JAN-DEZ 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1209.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1209.6 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1209.7 - TRANSFERENCIA CAMBIAL FGA ICT |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1209.8 - PEP PB1209 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1210.2 - PROV.MANUTENÇÕES EVOLUTIVAS COMPRAS |***| [] |***| 0
PB1212.3 - AMS PMRF (REPORTING FINANCE) |***| PB1212.1 - PROV. TECHEDGE - AMS PMRF - JANEIRO/18 |***| {,AMSPMRF} |***| 2
PB1212.2 - AMS ESC - COMMON SUPPLIERS PORTAL |***| PB1212.2 - PROV. ACCENTURE - ESC COMMON SUPPLIER PO |***| {,ESCCOMMON} |***| 2
PB1212.4 - AMS FS3 SUPPLIERS SENSITIVITY SYSTEM |***| PB1212.3 - PROV. TECHEDGE - GESTÃO MENSAL FS3 - JAN |***| {,FS3} |***| 1
PB1212.6 - AMS DW - MANUTENÇÃO DE SISTEMAS DE COMPRAS |***| PB1212.4 - PROV. CASA DO SW - AMS DW - JANEIRO E FE |***| {,DWAMS} |***| 2
PB1212.3 - AMS PMRF (REPORTING FINANCE) |***| PB1212.5 - PROV. TECHEDGE - AMS PMRF - REF. JANEIRO |***| {,AMSPMRF} |***| 2
PB1212.4 - AMS FS3 SUPPLIERS SENSITIVITY SYSTEM |***| PB1212.6 - PROV. TECHEDGE - GESTÃO MENSAL FS3 - REF |***| {,FS3} |***| 1
NAO ENCONTROU MATCH |***| PB1212.7 - PEP PB1212 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1213.1 - PROV.FGPS - SERVIÇO A REGIME |***| [] |***| 0
PB1213.4 - P11990 - AMS FINANCE SUPPLIERS SENSITIVITY SYSTEM FS3 |***| PB1213.2 - PROV.FINANCE SUPPLIERS SENSITIVITY SYSTE |***| {,SUPPLIERSSENSITIVITY} |***| 2
PB1213.13 - P12883 - AMS ESC SUPPLIERS PORTAL: SUPPORT  |***| PB1213.3 - PROV.ESC - COMMON SUPPLIERS PORTAL ITO D |***| {,SUPPLIERS} |***| 1
PB1213.7 - P11387 - AMS FGP REPORTING AND SIMULATION |***| PB1213.4 - PROV.FGP REPORTING AND SIMULATION FIASA |***| {,ANDREPORTINGSIMULATION} |***| 3
NAO ENCONTROU MATCH |***| PB1213.5 - PROV.PLUS MAINTENENCE |***| [] |***| 0
PB1213.10 - P14383 - AMS GP DOCUMENT MANAGEMENT |***| PB1213.6 - PROV.GP - DOCUMENT MANAGEMENT |***| {,MANAGEMENTDOCUMENT} |***| 2
NAO ENCONTROU MATCH |***| PB1213.7 - PROV.GLOBAL SOURCING & SOURCE PACKAGE: S |***| [] |***| 0
PB1213.14 - P17965 - AMS LATAM PURCHASE ORDER ARCHIVING (DOCMA) |***| PB1213.8 - PROV.AMS FOR LATAM PURCHASE ORDER ARCHIV |***| {,LATAMPURCHASEORDER} |***| 3
PB1213.15 - P18045 - AMS ELEARNING TOOL: SUPPORT |***| PB1213.9 - PROV.ELEARNING TOOL: SUPPORT |***| {,SUPPORTTOOL:} |***| 2
PB1213.10 - P14383 - AMS GP DOCUMENT MANAGEMENT |***| PB1213.10 - PROV.GLOBAL CONTRACT MANAGEMENT CONVERGE |***| {,MANAGEMENT} |***| 1
PB1213.17 - ECMS - 2018 K2 SOFTWARE MAINTENANCE |***| PB1213.11 - PROV.ECMS - 2018 K2 SOFTWARE MAINTENANCE |***| {,K22018MAINTENANCESOFTWARE} |***| 4
PB1213.16 - AMS (PHASE II) GLOBAL SUPPLIER SCORECARD |***| PB1213.12 - PROV.PBD / GLOBAL SCORECARD 2018 |***| {,SCORECARDGLOBAL} |***| 2
NAO ENCONTROU MATCH |***| PB1213.13 - PROV.FGPS - SERVIÇO A REGIME |***| [] |***| 0
PB1213.4 - P11990 - AMS FINANCE SUPPLIERS SENSITIVITY SYSTEM FS3 |***| PB1213.14 - PROV.FINANCE SUPPLIERS SENSITIVITY SYSTE |***| {,SUPPLIERSSENSITIVITY} |***| 2
PB1213.13 - P12883 - AMS ESC SUPPLIERS PORTAL: SUPPORT  |***| PB1213.15 - PROV.ESC - COMMON SUPPLIERS PORTAL ITO D |***| {,SUPPLIERS} |***| 1
PB1213.7 - P11387 - AMS FGP REPORTING AND SIMULATION |***| PB1213.16 - PROV.FGP REPORTING AND SIMULATION FIASA |***| {,ANDREPORTINGSIMULATION} |***| 3
NAO ENCONTROU MATCH |***| PB1213.17 - PROV.PLUS MAINTENENCE |***| [] |***| 0
PB1213.10 - P14383 - AMS GP DOCUMENT MANAGEMENT |***| PB1213.18 - PROV.GP - DOCUMENT MANAGEMENT |***| {,MANAGEMENTDOCUMENT} |***| 2
NAO ENCONTROU MATCH |***| PB1213.19 - PROV.GLOBAL SOURCING & SOURCE PACKAGE: S |***| [] |***| 0
PB1213.14 - P17965 - AMS LATAM PURCHASE ORDER ARCHIVING (DOCMA) |***| PB1213.20 - PROV.AMS FOR LATAM PURCHASE ORDER ARCHIV |***| {,LATAMPURCHASEORDER} |***| 3
PB1213.15 - P18045 - AMS ELEARNING TOOL: SUPPORT |***| PB1213.21 - PROV.ELEARNING TOOL: SUPPORT |***| {,SUPPORTTOOL:} |***| 2
PB1213.10 - P14383 - AMS GP DOCUMENT MANAGEMENT |***| PB1213.22 - PROV.GLOBAL CONTRACT MANAGEMENT CONVERGE |***| {,MANAGEMENT} |***| 1
PB1213.17 - ECMS - 2018 K2 SOFTWARE MAINTENANCE |***| PB1213.23 - PROV.ECMS - 2018 K2 SOFTWARE MAINTENANCE |***| {,K22018MAINTENANCESOFTWARE} |***| 4
PB1213.16 - AMS (PHASE II) GLOBAL SUPPLIER SCORECARD |***| PB1213.24 - PROV.PBD / GLOBAL SCORECARD 2018 |***| {,SCORECARDGLOBAL} |***| 2
NAO ENCONTROU MATCH |***| PB1213.25 - VARIAÇÃO CAMBIAL CHRYSLER FEVEREIRO |***| [] |***| 0
PB1213.17 - ECMS - 2018 K2 SOFTWARE MAINTENANCE |***| PB1213.26 - VARIAÇÃO CAMBIAL CHRYSLER 2018 FEVEREIRO |***| {,2018} |***| 1
PB1213.17 - ECMS - 2018 K2 SOFTWARE MAINTENANCE |***| PB1213.27 - VARIAÇÃO CAMBIAL CHRYSLER 2018 FEVEREIRO |***| {,2018} |***| 1
PB1213.17 - ECMS - 2018 K2 SOFTWARE MAINTENANCE |***| PB1213.28 - VARIAÇÃO CÂMBIAL FGP 2018 FEVEREIRO |***| {,2018} |***| 1
PB1213.17 - ECMS - 2018 K2 SOFTWARE MAINTENANCE |***| PB1213.29 - VARIAÇÃO CÂMBIAL FGP 2018 FEVEREIRO |***| {,2018} |***| 1
NAO ENCONTROU MATCH |***| PB1213.30 - PEP PB1213 |***| [] |***| 0
PB1214.2 - HPC FIASA |***| PB1214.1 - PROV. NPO - GESTÃO DO HPC - JANEIRO/18 |***| {,HPC} |***| 1
PB1214.2 - HPC FIASA |***| PB1214.2 - CONTRATAÇÃO GESTÃO HPC |***| {,HPC} |***| 1
NAO ENCONTROU MATCH |***| PB1214.3 - 0800028968-NPO SISTEMAS DE INFO-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1214.4 - 0800028968-NPO SISTEMAS DE INFO-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1214.5 - PEP PB1214 |***| [] |***| 0
PB1216.25 - LICENÇA A2MAC1 |***| PB1216.1 - LICENÇA METAPOST |***| {,LICENÇA} |***| 1
PB1216.22 - AUTOFORM - ENGENHARIA DE PRODUTO |***| PB1216.2 - 0053700028 - LICENCAS DE USO SOFTWARE - |***| {,DE} |***| 1
PB1216.9 - EXCITE |***| PB1216.3 - PROV.MANUT SW EXCITE 6/12 |***| {,EXCITE} |***| 1
PB1216.33 - HELICAL 3D |***| PB1216.4 - PROV.MANUTENÇÃO SW HELICAL 3D (NOVA) - A |***| {,HELICAL3D} |***| 2
PB1216.29 - LOGICAL CABLE |***| PB1216.5 - PROV.MANUTENÇÃO SW LOGICAL CABLE 6/12 |***| {,LOGICALCABLE} |***| 2
PB1216.11 - SW WEBSPHERE 600 TOKENS / SW DOORS / SW SYNERGY E CHANGE |***| PB1216.6 - PROV.MANUTENÇÃO SW A2MAC1 5/12 |***| {,SW} |***| 1
PB1216.42 - METAPOST |***| PB1216.7 - PROV.MANUTENÇÃO METAPOST 4/12 |***| {,METAPOST} |***| 1
PB1216.28 - ELEMENTS |***| PB1216.8 - PROV.MANUTENÇÃO ELEMENTS 4/12 |***| {,ELEMENTS} |***| 1
PB1216.41 - FORMING SUITE |***| PB1216.9 - PROV.MANUTENÇÃO SW FORMING SUITE 3/12 |***| {,FORMINGSUITE} |***| 2
PB1216.11 - SW WEBSPHERE 600 TOKENS / SW DOORS / SW SYNERGY E CHANGE |***| PB1216.10 - PROV.MANUTENÇÃO SW CAMEO 3/12 |***| {,SW} |***| 1
PB1216.5 - STAR CCM PLUS |***| PB1216.11 - PROV.MANUTENÇÃO STAR CCM PLUS (COMP) 3/1 |***| {,CCMSTARPLUS} |***| 3
PB1216.15 - MANUTENÇÃO SW ICEM SURF |***| PB1216.12 - PROV.MANUTENÇÃO SW ICEM SURF  3/12 |***| {,SURFSWICEM} |***| 3
PB1216.11 - SW WEBSPHERE 600 TOKENS / SW DOORS / SW SYNERGY E CHANGE |***| PB1216.13 - PROV.MANUTENÇÃO SW FLOWMASTER 2/12 |***| {,SW} |***| 1
PB1216.18 - MANUTENÇÃO SW AESTHETICA |***| PB1216.14 - PROV.MANUTENÇÃO SW AESTHETICA 2/12 |***| {,AESTHETICASW} |***| 2
PB1216.11 - SW WEBSPHERE 600 TOKENS / SW DOORS / SW SYNERGY E CHANGE |***| PB1216.15 - PROV.MANUTENÇÃO SW MOLDFLOW 2/12 |***| {,SW} |***| 1
PB1216.36 - MANUTENÇÃO SW SYMTA |***| PB1216.16 - PROV.MANUTENÇÃO SW SYMTA 2/12 |***| {,SWSYMTA} |***| 2
PB1216.13 - MANUTENÇÃO SW VIRTUAL LAB E TECWARE |***| PB1216.17 - PROV.MANUTENÇÃO VIRTUAL LAB 2/12 |***| {,VIRTUALLAB} |***| 2
PB1216.2 - TCAE / UNIGRAPHICS |***| PB1216.18 - PROV.TCAE / UNIGRAPHICS 1/12 |***| {,UNIGRAPHICS} |***| 2
PB1216.65 - MANUTENÇÃO DO SOFTWARE DEADLINE |***| PB1216.19 - PROV.SW SOFTWARE TESTE.LAB 1/12 |***| {,SOFTWARE} |***| 1
PB1216.14 - MANUTENÇÃO SW PULSE |***| PB1216.20 - PROV.MANUTENÇÃO SW PULSE 1/12 |***| {,SWPULSE} |***| 2
PB1216.4 - HYPERWORKS E PBS |***| PB1216.21 - PROV.E-STAGE E MAGICS 1/12 |***| [] |***| 1
PB1216.11 - SW WEBSPHERE 600 TOKENS / SW DOORS / SW SYNERGY E CHANGE |***| PB1216.22 - ICT SW MANUT - LICENÇAS DE USO SW |***| {,SW} |***| 1
PB1216.22 - AUTOFORM - ENGENHARIA DE PRODUTO |***| PB1216.23 - 0053700028 - LICENCAS DE USO SOFTWARE - |***| {,DE} |***| 1
PB1216.22 - AUTOFORM - ENGENHARIA DE PRODUTO |***| PB1216.24 - 0053700028 - LICENCAS DE USO SOFTWARE - |***| {,DE} |***| 1
PB1216.22 - AUTOFORM - ENGENHARIA DE PRODUTO |***| PB1216.25 - 0053700028 - LICENCAS DE USO SOFTWARE - |***| {,DE} |***| 1
PB1216.10 - TEST.LAB |***| PB1216.26 - RENOVAÇÃO SOFTWARE TEST.LAB |***| {,TEST.LAB} |***| 1
PB1216.15 - MANUTENÇÃO SW ICEM SURF |***| PB1216.27 - RENOVACAO SW ICEM SURF PROFESSIONAL |***| {,SURFSWICEM} |***| 3
NAO ENCONTROU MATCH |***| PB1216.28 - ADVANCED NUMERICAL - FAT.972 - PO 619845 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1216.29 - IRRF FAT.972 ADVANCED NUMERICAL PO. 6198 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1216.30 - IRRF FAT.40304 OPTIS PRISTINE LIMITED PO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1216.31 - AVL LIST GMBH. - FAT.3181007647 ALI - PO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1216.32 - IRRF FAT.3181007647 ALI AVL LIST PO. 619 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1216.33 - OPTIS PRISTINE LIMITED - FAT.40304 - PO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1216.34 - OPTIS PRISTINE LIMITED - FAT.40304 - PO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1216.35 - IRRF FAT.40304 OPTIS PRISTINE LIMITED PO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1216.36 - OPTIS PRISTINE LIMITED - FAT.40304 - PO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1216.37 - AVL LIST GMBH. - FAT.3181007647 ALI - PO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1216.38 - ADVANCED - FAT.972 - PO 61984575 |***| [] |***| 0
PB1216.29 - LOGICAL CABLE |***| PB1216.39 - PROV.MANUTENÇÃO SW LOGICAL CABLE 7/12 |***| {,LOGICALCABLE} |***| 2
PB1216.11 - SW WEBSPHERE 600 TOKENS / SW DOORS / SW SYNERGY E CHANGE |***| PB1216.40 - PROV.MANUTENÇÃO SW A2MAC1 6/12 |***| {,SW} |***| 1
PB1216.28 - ELEMENTS |***| PB1216.41 - PROV.MANUTENÇÃO ELEMENTS 5/12 |***| {,ELEMENTS} |***| 1
PB1216.11 - SW WEBSPHERE 600 TOKENS / SW DOORS / SW SYNERGY E CHANGE |***| PB1216.42 - PROV.MANUTENÇÃO SW CAMEO 4/12 |***| {,SW} |***| 1
PB1216.11 - SW WEBSPHERE 600 TOKENS / SW DOORS / SW SYNERGY E CHANGE |***| PB1216.43 - PROV.MANUTENÇÃO SW FLOWMASTER 3/12 |***| {,SW} |***| 1
PB1216.36 - MANUTENÇÃO SW SYMTA |***| PB1216.44 - PROV.MANUTENÇÃO SW SYMTA 3/12 |***| {,SWSYMTA} |***| 2
PB1216.13 - MANUTENÇÃO SW VIRTUAL LAB E TECWARE |***| PB1216.45 - PROV.MANUTENÇÃO VIRTUAL LAB 3/12 |***| {,VIRTUALLAB} |***| 2
PB1216.2 - TCAE / UNIGRAPHICS |***| PB1216.46 - PROV.TCAE / UNIGRAPHICS 2/12 |***| {,UNIGRAPHICS} |***| 2
PB1216.14 - MANUTENÇÃO SW PULSE |***| PB1216.47 - PROV.MANUTENÇÃO SW PULSE 2/12 |***| {,SWPULSE} |***| 2
PB1216.4 - HYPERWORKS E PBS |***| PB1216.48 - PROV.E-STAGE E MAGICS 2/12 |***| [] |***| 1
PB1216.8 - GT POWER |***| PB1216.49 - PROV.GT POWER 1/12 |***| {,POWER} |***| 1
NAO ENCONTROU MATCH |***| PB1216.50 - PROV.MATLAB 1/12 |***| [] |***| 0
PB1216.11 - SW WEBSPHERE 600 TOKENS / SW DOORS / SW SYNERGY E CHANGE |***| PB1216.51 - PROV.RENV AN SW ANSYS HFSS 1/12 |***| {,SW} |***| 1
PB1216.15 - MANUTENÇÃO SW ICEM SURF |***| PB1216.52 - MANUT.SW ICEM SURF  - 4/12 |***| {,SURFICEM} |***| 2
PB1216.42 - METAPOST |***| PB1216.53 - MANUT METAPOST - 5/12 |***| {,METAPOST} |***| 1
PB1216.11 - SW WEBSPHERE 600 TOKENS / SW DOORS / SW SYNERGY E CHANGE |***| PB1216.54 - MANUT. SW MOLDFLOW - 3/12 |***| {,SW} |***| 1
PB1216.33 - HELICAL 3D |***| PB1216.55 - HELICAL 3D - ANSOL - 3/12 |***| {,HELICAL3D} |***| 2
PB1216.9 - EXCITE |***| PB1216.56 - MANUT SW EXCITE - 7/12 |***| {,EXCITE} |***| 1
PB1216.18 - MANUTENÇÃO SW AESTHETICA |***| PB1216.57 - MANUT SW AESTHETICA - 3/12 |***| {,AESTHETICASW} |***| 2
PB1216.65 - MANUTENÇÃO DO SOFTWARE DEADLINE |***| PB1216.58 - SW SOFTWARE TESTE.LAB - 2/12 |***| {,SWSOFTWARE} |***| 2
PB1216.3 - ABAQUS - 140 TOKENSE ISIGHT |***| PB1216.59 - MANUTENÇÃO SOFTWARE ABAQUS E ISIGHT - 11 |***| {,ABAQUSISIGHT} |***| 2
PB1216.13 - MANUTENÇÃO SW VIRTUAL LAB E TECWARE |***| PB1216.60 - MANUTENÇÃO SW ANSA - 11/12 |***| {,MANUTENÇÃOSW} |***| 2
PB1216.13 - MANUTENÇÃO SW VIRTUAL LAB E TECWARE |***| PB1216.61 - MANUTENÇÃO SW SPECTRENDS - 12/12 |***| {,MANUTENÇÃOSW} |***| 2
NAO ENCONTROU MATCH |***| PB1216.62 - RENOVAÇÃO ANUAL STARCCM+ - 9/15 |***| [] |***| 0
PB1216.13 - MANUTENÇÃO SW VIRTUAL LAB E TECWARE |***| PB1216.63 - MANUTENÇÃO ANUAL SW VIRTUAL LAB E TECWAR |***| {,MANUTENÇÃOSWVIRTUALLAB} |***| 5
PB1216.4 - HYPERWORKS E PBS |***| PB1216.64 - MANUTENÇÃO SW HYPERWORKS E PBS - 7/12 |***| {,HYPERWORKSPBS} |***| 3
PB1216.13 - MANUTENÇÃO SW VIRTUAL LAB E TECWARE |***| PB1216.65 - MANUTENÇÃO SW INCA  - 11/12 |***| {,MANUTENÇÃOSW} |***| 2
PB1216.13 - MANUTENÇÃO SW VIRTUAL LAB E TECWARE |***| PB1216.66 - MANUTENÇÃO AUTOFORM - 7/12 |***| {,MANUTENÇÃO} |***| 1
PB1216.37 - PACOTE ADOBE |***| PB1216.67 - MANUTENÇÃO PACOTE ADOBE - 7/12 |***| {,PACOTEADOBE} |***| 2
PB1216.13 - MANUTENÇÃO SW VIRTUAL LAB E TECWARE |***| PB1216.68 - MANUTENÇÃO SW VI-GRADE - 9/12 |***| {,MANUTENÇÃOSW} |***| 2
PB1216.13 - MANUTENÇÃO SW VIRTUAL LAB E TECWARE |***| PB1216.69 - MANUTENÇÃO DE LICENÇAS KULI - 5/12 |***| {,MANUTENÇÃO} |***| 1
PB1216.12 - SW MADYMO |***| PB1216.70 - MANUTENÇÃO SW MADYMO - 8/12 |***| {,SWMADYMO} |***| 2
PB1216.13 - MANUTENÇÃO SW VIRTUAL LAB E TECWARE |***| PB1216.71 - MANUTENÇÃO DE LICENÇAS E3 - 10/12 |***| {,MANUTENÇÃO} |***| 1
PB1216.13 - MANUTENÇÃO SW VIRTUAL LAB E TECWARE |***| PB1216.72 - MANUTENÇÃO AUTODESK ALIAS/SHOWCASE  - 5/ |***| {,MANUTENÇÃO} |***| 1
PB1216.11 - SW WEBSPHERE 600 TOKENS / SW DOORS / SW SYNERGY E CHANGE |***| PB1216.73 - MANT SW ELA IBM  - 5/12 |***| {,SW} |***| 1
PB1216.27 - ALTIA / ALTIA MATLAB |***| PB1216.74 - MANUTENÇÃO ALTIA / MATLAB - 4/12 |***| {,ALTIAMATLAB} |***| 3
PB1216.13 - MANUTENÇÃO SW VIRTUAL LAB E TECWARE |***| PB1216.75 - MANUTENÇÃO SW NCODE - 4/12 |***| {,MANUTENÇÃOSW} |***| 2
NAO ENCONTROU MATCH |***| PB1216.76 - PEP PB1216 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1217.1 - 0800033795-FRAMEWORK TECNOLOGIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1217.2 - 0800033795-FRAMEWORK TECNOLOGIA-EM- |***| [] |***| 0
PB1217.6 - GESTÃO DO SISTEMA E-CHANGE ( PARTE ENGENHARIA) |***| PB1217.3 - PROV. FRAMEWORK - GESTÃO SISTEMA FRAMEWO |***| {,GESTÃOSISTEMA} |***| 2
PB1217.2 - GESTÃO WORKSTATIONS CAX - GESTÃO MENSAL |***| PB1217.4 - PROV. T-SYSTEMS - GESTAO MENSAL TEAMCENT |***| {,MENSAL} |***| 1
PB1217.7 - SHAREPOINT - APLICAÇÕES ENGENHARIA - MICRO-GESTÃO |***| PB1217.5 - AMS SISTEMAS ENGENHARIA EXPERIMENTAÇÃO |***| {,ENGENHARIA} |***| 1
PB1217.2 - GESTÃO WORKSTATIONS CAX - GESTÃO MENSAL |***| PB1217.6 - PROV. STEFANINI - GESTÃO CAX - REF. JANE |***| {,CAXGESTÃO} |***| 2
PB1217.3 - SUPORTE SLM TCAE ON SITE STEFANINI |***| PB1217.7 - PROV. STEFANINI - SUPORTE ON SITE TEAMCE |***| {,ONSTEFANINISITESUPORTE} |***| 4
PB1217.2 - GESTÃO WORKSTATIONS CAX - GESTÃO MENSAL |***| PB1217.8 - PROV. T-SYSTEMS - GESTAO MENSAL TEAMCENT |***| {,MENSAL} |***| 1
NAO ENCONTROU MATCH |***| PB1217.9 - PEP PB1217 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1218.3 - PROV.ICT DESP FCA ITA JAN-DEZ 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1218.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1218.6 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1218.7 - TRANSFERENCIA CAMBIAL FGA ICT |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1218.8 - PEP PB1218 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1220.2 - PROV. ICT GOVERNANCE - DESPESAS - REF. J |***| [] |***| 0
NAO EXISTE TM1 |***| PB1220.3 - PEP PB1220 |***| [] |***| 0
PB1223.1 - IBM SMART AMS |***| PB1223.2 - PROV. IBM - SMART AMS - REF. JANEIRO E F |***| {,AMSIBMSMART} |***| 3
NAO ENCONTROU MATCH |***| PB1223.3 - PEP PB1223 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1225.2 - ICTL- ANALISE E GESTAO FINANCEIRA -BAIXA |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1225.3 - 0053700022 - SERVICOS PROFISSIONAIS-SET |***| [] |***| 0
PB1225.2 - SUPORTE GARTNER |***| PB1225.4 - SUP E ASSES ICT GARTNER - 3/3 |***| {,GARTNER} |***| 1
NAO ENCONTROU MATCH |***| PB1225.5 - PEP PB1225 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1226.1 - PROV. FORCE ONE - PROFESSIONAL SERVICES |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1226.3 - ICTL- ANALISE PROCESSOS ITIL - ALTA |***| [] |***| 0
PB1226.3 - PMO - GESTÃO DE PORTFÓLIO DE PROJETOS / SHAREPOINT / EPM |***| PB1226.4 - ICTL- ARQUITETURA BANCO DE DADOS - MEDIA |***| {,DE} |***| 1
PB1226.2 - DRIVE IT - SERVICENOW - SUBSCRIÇÃO |***| PB1226.5 - MANUTENÇÃO ANUAL DRIVE IT - 11/12 |***| {,DRIVEIT} |***| 2
NAO ENCONTROU MATCH |***| PB1226.6 - PEP PB1226 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1227.3 - PROV.ICT DESP FCA ITA JAN-DEZ 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1227.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1227.6 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1227.7 - TRANSFERENCIA CAMBIAL FGA ICT |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1227.8 - PEP PB1227 |***| [] |***| 0
PB1228.2 - FLEET DE PRODUÇÃO (ON-GOING) |***| PB1228.3 - PROV. CAMPELLO - FLEET PRODUÇÃO - JANEIR |***| {,FLEETPRODUÇÃO} |***| 2
PB1228.2 - FLEET DE PRODUÇÃO (ON-GOING) |***| PB1228.4 - EUS_DSS_INDUSTRIAL_FLEET DE PRODUÇÃO |***| {,DEPRODUÇÃO} |***| 2
NAO ENCONTROU MATCH |***| PB1228.5 - SERVIÇO IMPRESSÃO SOB DEMANDA |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1228.6 - IMAC |***| [] |***| 0
PB1228.3 - [FLEET] REEMBOLSO PEÇAS E SERVIÇOS FLEET PRODUÇÃO |***| PB1228.7 - PEÇAS |***| {,PEÇAS} |***| 1
NAO ENCONTROU MATCH |***| PB1228.8 - ALOCAÇÃO IMAC |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1228.9 - TRANSF. IMAC CAMPELLO FPT |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1228.10 - TRANSF. ICT IMPRESSÃO CAMPELLO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1228.11 - PEP PB1228 |***| [] |***| 0
PB1230.1 - [ME] MANUTENÇÕES EVOLUTIVAS - MANUFACTURING |***| PB1230.2 - PROV.MANUTENÇÕES EVOLUTIVAS INDUSTRIAL |***| {,EVOLUTIVAS} |***| 1
PB1231.5 - [LICENSE] MAINTENANCE SW AUTOCAD / AUTODESK |***| PB1231.1 - PROV.MANUTENÇÃO SW MANUTENÇÃO SW FUNILAR |***| {,SW} |***| 1
PB1231.5 - [LICENSE] MAINTENANCE SW AUTOCAD / AUTODESK |***| PB1231.2 - PROV.MANUTENÇÃO SW PAMSTAMP  2/12 |***| {,SW} |***| 1
